nu-130	True	[N(25.000000)[u'25']]	[N(25.000000)[u'25']]
nu-131	True	[S[u'honda']]	[S[u'honda']]
nu-132	True	[N(22.000000)[u'22']]	[N(22.000000)[u'22']]
nu-133	False	[S[u'los angeles']]	[S[u'[]']]
nu-134	True	[S[u'epoxides']]	[S[u'epoxides']]
nu-135	False	[N(6.000000)[u'6']]	[N(0.000000)[u'0']]
nu-136	False	[S[u'e']]	[S[u'[]']]
nu-137	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-138	False	[N(3881.000000)[u'3881']]	[S[u'none']]
nu-139	False	[N(9.000000)[u'9']]	[N(8.000000)[u'8']]
nu-140	False	[S[u'italy']]	[S[u'thierry boutsen']]
nu-141	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-142	False	[D(2005,6,14)[u'14 june 2005']]	[S[u'1 january 2008']]
nu-143	False	[N(9.000000)[u'9']]	[S[u'none']]
nu-144	False	[S[u'samuel wyatt house']]	[S[u'strafford union academy']]
nu-145	True	[S[u'giuseppe aquaro']]	[S[u'giuseppe aquaro']]
nu-146	False	[S[u'call it what you want']]	[S[u'none']]
nu-147	True	[N(0.000000)[u'0']]	[N(0.000000)[u'0']]
nu-148	True	[S[u'olympic games']]	[S[u'olympic games']]
nu-149	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-150	False	[S[u'george washington']]	[S[u'president']]
nu-151	True	[N(96.000000)[u'96']]	[N(96.000000)[u'96']]
nu-152	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-153	False	[N(22.520000)[u'22.52%'], N(25.290000)[u'25.29%'], N(48.400000)[u'48.4%'], N(3.790000)[u'3.79%']]	[N(38.205217)[u'38.20521739130435']]
nu-154	True	[N(16.000000)[u'16']]	[N(16.000000)[u'16']]
nu-155	True	[N(23.000000)[u'23']]	[N(23.000000)[u'23']]
nu-156	True	[S[u'jacques villeneuve']]	[S[u'jacques villeneuve']]
nu-157	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-158	False	[N(6.000000)[u'6']]	[N(1.000000)[u'1']]
nu-159	False	[N(16.000000)[u'16']]	[N(15.000000)[u'15']]
nu-160	False	[N(6.000000)[u'6']]	[N(1.000000)[u'1']]
nu-161	True	[S[u'malaysia']]	[S[u'malaysia']]
nu-162	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-163	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-164	False	[N(2.000000)[u'2']]	[S[u'none']]
nu-165	True	[S[u'alejandro valverde']]	[S[u'alejandro valverde']]
nu-166	True	[S[u'the heritage of the desert']]	[S[u'the heritage of the desert']]
nu-167	False	[S[u'thanks to you']]	[S[u'\\send it c.o.d.\\""']]
nu-168	False	[N(1972.000000)[u'1972']]	[S[u'1920 summer olympics']]
nu-169	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-170	True	[S[u'doha, qatar']]	[S[u'doha, qatar']]
nu-171	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-172	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-173	False	[S[u'john mccain']]	[S[u'hillary clinton']]
nu-174	False	[S[u'canada']]	[S[u'venezuela']]
nu-175	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-176	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-177	False	[N(1967.000000)[u'1967']]	[N(4.000000)[u'4']]
nu-178	False	[S[u'left wing']]	[S[u'none']]
nu-179	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-180	True	[S[u'actinium']]	[S[u'actinium']]
nu-181	True	[N(19.000000)[u'19']]	[N(19.000000)[u'19']]
nu-182	False	[N(2009.000000)[u'2009']]	[N(2000.000000)[u'2000']]
nu-183	False	[N(76000.000000)[u'76,000']]	[N(76.000000)[u'76.0']]
nu-184	True	[S[u'eddie johnson']]	[S[u'eddie johnson']]
nu-185	True	[S[u'united states']]	[S[u'united states']]
nu-186	True	[S[u'indianapolis, united states']]	[S[u'indianapolis, united states']]
nu-187	False	[N(10.000000)[u'10']]	[N(26.000000)[u'26']]
nu-188	False	[N(5.000000)[u'5']]	[N(1.000000)[u'1.0']]
nu-189	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-190	False	[S[u'nymphomaniac: volume ii']]	[S[u'nymphomaniac: volume i']]
nu-191	True	[S[u'volcan tajumulco pb']]	[S[u'volcan tajumulco pb']]
nu-192	True	[S[u'doug shierson racing']]	[S[u'doug shierson racing']]
nu-193	False	[N(5.000000)[u'5']]	[N(1.000000)[u'1']]
nu-194	True	[N(2.000000)[u'2 years']]	[N(2.000000)[u'2']]
nu-195	True	[S[u'soviet union']]	[S[u'soviet union']]
nu-196	False	[S[u'ludwig heimrath']]	[S[u'tuck thomas']]
nu-197	True	[S[u'sheriff stadium, tiraspol, moldova']]	[S[u'sheriff stadium, tiraspol, moldova']]
nu-198	True	[S[u'newcomer award']]	[S[u'newcomer award']]
nu-199	False	[N(2001.000000)[u'2001']]	[S[u'none']]
nu-200	True	[S[u'georges-henri heon']]	[S[u'georges-henri heon']]
nu-201	False	[S[u'the weekend aunt helen came']]	[S[u'none']]
nu-202	True	[S[u'iceland']]	[S[u'iceland']]
nu-203	False	[N(4.000000)[u'4']]	[N(5.000000)[u'5']]
nu-204	False	[N(13.000000)[u'13']]	[S[u'none']]
nu-205	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-206	False	[S[u'lner class a4 no. 4468 mallard']]	[S[u"richard trevithick's world's first railway steam locomotive"]]
nu-207	True	[S[u'english']]	[S[u'english']]
nu-208	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-209	False	[N(6.000000)[u'6']]	[N(8.000000)[u'8']]
nu-210	True	[S[u'greaves']]	[S[u'greaves']]
nu-211	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-212	True	[S[u'asian indoor games']]	[S[u'asian indoor games']]
nu-213	False	[S[u'ajax the great']]	[S[u'apollo']]
nu-214	False	[S[u'intro']]	[S[u'\\lake of fire\\""']]
nu-215	False	[S[u'texas pan-american']]	[S[u'[]']]
nu-216	False	[N(11.000000)[u'11']]	[N(12.000000)[u'12']]
nu-217	True	[N(2011.000000)[u'2011']]	[N(2011.000000)[u'2011']]
nu-218	True	[S[u'defense']]	[S[u'defense']]
nu-219	False	[N(5.000000)[u'5']]	[N(12.000000)[u'12']]
nu-220	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-221	False	[S[u'baltimore bullets']]	[S[u'baa buffalo']]
nu-222	True	[S[u'mauro biello']]	[S[u'mauro biello']]
nu-223	False	[N(142000.000000)[u'142,000']]	[S[u'none']]
nu-224	True	[S[u'gerry poulson']]	[S[u'gerry poulson']]
nu-225	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-226	True	[S[u'palais royal!']]	[S[u'palais royal!']]
nu-227	True	[S[u'engr.sikandar zaman']]	[S[u'engr.sikandar zaman']]
nu-228	False	[S[u'nightrain']]	[S['']]
nu-229	True	[N(4.000000)[u'4 events']]	[N(4.000000)[u'4']]
nu-230	True	[S[u'damarcus beasley']]	[S[u'damarcus beasley']]
nu-231	False	[S[u'1:47.066']]	[S[u'4:11.388']]
nu-232	False	[S[u'reading']]	[S[u'brentford']]
nu-233	True	[S[u'gillig']]	[S[u'gillig']]
nu-234	False	[N(5.000000)[u'5']]	[S[u'none']]
nu-235	True	[S[u'1915-16']]	[S[u'1915-16']]
nu-236	False	[S[u'united states'], S[u'canada']]	[S[u'united states']]
nu-237	False	[S[u'kevin higgins']]	[S[u'don powers']]
nu-238	False	[N(2.000000)[u'2']]	[N(3.000000)[u'3']]
nu-239	False	[S[u'carl fogarty']]	[S[u'troy corser']]
nu-240	False	[S[u'bus terminal']]	[S[u'train station cataraqui town centre / midland avenue']]
nu-241	True	[N(9.000000)[u'9']]	[N(9.000000)[u'9']]
nu-242	False	[N(3.000000)[u'3']]	[N(2.000000)[u'2']]
nu-243	True	[S[u'ontario fury']]	[S[u'ontario fury']]
nu-244	True	[S[u'no']]	[S[u'no']]
nu-245	False	[N(18.000000)[u'18']]	[N(15.000000)[u'15']]
nu-246	False	[N(21.000000)[u'21']]	[S[u'none']]
nu-247	True	[N(15.000000)[u'15']]	[N(15.000000)[u'15']]
nu-248	True	[S[u'veronica ribot']]	[S[u'veronica ribot']]
nu-249	True	[S[u'jamie cureton']]	[S[u'jamie cureton']]
nu-250	False	[S[u'jamestown harbour']]	[S[u'none']]
nu-251	True	[S[u'south korea']]	[S[u'south korea']]
nu-252	True	[N(15.000000)[u'15']]	[N(15.000000)[u'15']]
nu-253	False	[N(105.000000)[u'105']]	[N(14.000000)[u'14']]
nu-254	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-255	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-256	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-257	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-258	False	[N(285.000000)[u'285']]	[S[u'72-72-70-71=285']]
nu-259	False	[N(5.000000)[u'5 seniti']]	[S[u'chicken with chicks']]
nu-260	True	[S[u'billyken kid']]	[S[u'billyken kid']]
nu-261	False	[N(60.000000)[u'060']]	[S[u'0011 0000']]
nu-262	True	[S[u'jr kyushu jet ferries']]	[S[u'jr kyushu jet ferries']]
nu-263	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-264	False	[N(15.000000)[u'15']]	[N(18.000000)[u'18']]
nu-265	True	[S[u'san francisco 49ers']]	[S[u'san francisco 49ers']]
nu-266	False	[S[u'elkabetz']]	[S[u'[]']]
nu-267	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8.0']]
nu-268	False	[S[u'paul moor']]	[S[u'mika koivuniemi']]
nu-269	False	[S[u'jared nathan']]	[S[u'alisa besher']]
nu-270	True	[S[u'3:14:58:46']]	[S[u'3:14:58:46']]
nu-271	True	[S[u'0:49']]	[S[u'0:49']]
nu-272	False	[S[u'ian thorpe']]	[S[u'michael phelps (1:46.49) ryan lochte (1:47.52) peter vanderkaay (1:47.79) klete keller']]
nu-273	True	[S[u'planet pop']]	[S[u'planet pop']]
nu-274	True	[S[u'alissa joanndova']]	[S[u'alissa joanndova']]
nu-275	True	[S[u'all-africa games']]	[S[u'all-africa games']]
nu-276	True	[S[u'davonn harp']]	[S[u'davonn harp']]
nu-277	False	[N(1993.000000)[u'1993']]	[S[u'none']]
nu-278	False	[N(153.000000)[u'153']]	[N(284.142857)[u'284.14285714285717']]
nu-279	True	[S[u'william kent']]	[S[u'william kent']]
nu-280	False	[N(4.000000)[u'4']]	[N(6.000000)[u'6']]
nu-281	True	[N(52.000000)[u'52']]	[N(52.000000)[u'52']]
nu-282	False	[N(4.000000)[u'4']]	[N(1.000000)[u'1']]
nu-283	True	[S[u'2009/10']]	[S[u'2009/10']]
nu-284	False	[N(1.000000)[u'1']]	[N(9.000000)[u'9']]
nu-285	False	[N(3.000000)[u'3']]	[N(2.000000)[u'2']]
nu-286	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-287	True	[S[u'kyrylo fesenko']]	[S[u'kyrylo fesenko']]
nu-288	True	[S[u'bamberg church']]	[S[u'bamberg church']]
nu-289	False	[N(4.000000)[u'4']]	[N(7.000000)[u'7']]
nu-290	False	[N(20.000000)[u'20']]	[N(3.000000)[u'3']]
nu-291	False	[S[u'redroid']]	[S[u'2012 - remix contest ep']]
nu-292	True	[S[u'homem objeto']]	[S[u'homem objeto']]
nu-293	False	[N(2014.000000)[u'2014']]	[S[u'[]']]
nu-294	True	[S[u'denny hulme']]	[S[u'denny hulme']]
nu-295	False	[S[u'1953/54']]	[S[u'[]']]
nu-296	False	[S[u'the time of the knife']]	[S[u'[]']]
nu-297	False	[S[u'norway']]	[N(1.000000)[u'1']]
nu-298	False	[S[u'cataraqui town centre']]	[S[u'kingston centre cataraqui town centre']]
nu-299	False	[D(1998,6,28)[u'june 28, 1998']]	[S[u'june 7, 1998']]
nu-300	False	[N(1918.000000)[u'1918']]	[S[u'none']]
nu-301	True	[N(1972.000000)[u'1972']]	[N(1972.000000)[u'1972']]
nu-302	False	[S[u'high point, north carolina']]	[S[u'casablanca, morocco']]
nu-303	False	[S[u'ruslan zakharov']]	[S[u'anastassia popkova']]
nu-304	True	[S[u'switcheroo']]	[S[u'switcheroo']]
nu-305	True	[N(2004.000000)[u'2004']]	[N(2004.000000)[u'2004']]
nu-306	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-307	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-308	True	[N(20.250000)[u'20.25']]	[N(20.250000)[u'20.25']]
nu-309	False	[S[u'suisei']]	[S[u'venus']]
nu-310	False	[N(70.000000)[u'70']]	[S[u'none']]
nu-311	False	[S[u'above']]	[S[u'amm7']]
nu-312	False	[D(-1,12,21)[u'dec 21']]	[S[u'may 25']]
nu-313	True	[N(684.000000)[u'684']]	[N(684.000000)[u'684']]
nu-314	False	[N(1997.000000)[u'1997']]	[S[u'none']]
nu-315	False	[N(2.000000)[u'2']]	[S[u'none']]
nu-316	True	[N(96.000000)[u'96']]	[N(96.000000)[u'96']]
nu-317	True	[S[u'major general ahmed bilal']]	[S[u'major general ahmed bilal']]
nu-318	False	[N(1.000000)[u'1']]	[N(2.000000)[u'2']]
nu-319	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-320	False	[S[u'tsuruya open']]	[S[u'none']]
nu-321	True	[N(200.000000)[u'200']]	[N(200.000000)[u'200']]
nu-322	True	[N(36.000000)[u'36']]	[N(36.000000)[u'36']]
nu-323	True	[N(15.000000)[u'15']]	[N(15.000000)[u'15']]
nu-324	True	[S[u'justin rodriguez']]	[S[u'justin rodriguez']]
nu-325	True	[S[u'united kingdom']]	[S[u'united kingdom']]
nu-326	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-327	False	[S[u'bleeder']]	[S[u'\\bleeder\\""']]
nu-328	True	[N(112.000000)[u'112']]	[N(112.000000)[u'112']]
nu-329	True	[S[u'moggina manasu']]	[S[u'moggina manasu']]
nu-330	False	[S[u'no']]	[N(10.000000)[u'10']]
nu-331	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-332	False	[N(2010.000000)[u'2010']]	[N(1999.000000)[u'1999']]
nu-333	True	[N(202.600000)[u'202.6 km/h']]	[S[u'202.6 km/h']]
nu-334	False	[S[u'wayne gilchrest'], S[u'ben cardin'], S[u'roscoe bartlett'], S[u'steny hoyer'], S[u'albert wynn'], S[u'elijah cummings']]	[S[u'wayne gilchrest']]
nu-335	True	[S[u'1:46.70']]	[S[u'1:46.70']]
nu-336	True	[S[u'2:07:02.8248']]	[S[u'2:07:02.8248']]
nu-337	False	[N(4.000000)[u'4']]	[S[u'none']]
nu-338	False	[N(525.260000)[u'525.26']]	[S[u'none']]
nu-339	True	[S[u'1982-1985']]	[S[u'1982-1985']]
nu-340	False	[S[u'd. lawrence gunnels']]	[S[u'[]']]
nu-341	False	[S[u'klaus jurgen schneider']]	[S[u'none']]
nu-342	False	[S[u'state of origin series']]	[S[u'super rugby']]
nu-343	True	[S[u'2012-13']]	[S[u'2012-13']]
nu-344	False	[N(4.000000)[u'4']]	[N(5.000000)[u'5']]
nu-345	False	[S[u'chile f2']]	[S[u'[]']]
nu-346	False	[S[u'tamarind']]	[S[u'ironwood, penaga lilin, bosneak, gangaw, mesua']]
nu-347	True	[S[u'netherlands']]	[S[u'netherlands']]
nu-348	True	[S[u'blue']]	[S[u'blue']]
nu-349	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-350	True	[S[u'larisa verbitskaya 43.the tv presenter']]	[S[u'larisa verbitskaya 43.the tv presenter']]
nu-351	False	[S[u'less']]	[N(6.000000)[u'6']]
nu-352	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-353	False	[S[u'lightship']]	[S[u'steamer']]
nu-354	False	[S[u'tane yaku jetfoils']]	[S[u'none']]
nu-355	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-356	False	[S[u'super rugby']]	[S[u'state of origin series']]
nu-357	True	[S[u'paul tracy']]	[S[u'paul tracy']]
nu-358	True	[S[u'jansher khan']]	[S[u'jansher khan']]
nu-359	False	[S[u'canada']]	[S[u'[]']]
nu-360	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-361	True	[S[u'alex hofmann']]	[S[u'alex hofmann']]
nu-362	True	[N(2003.000000)[u'2003']]	[N(2003.000000)[u'2003']]
nu-363	False	[S[u'colon']]	[S[u'comarcas']]
nu-364	False	[N(3.000000)[u'3']]	[S[u'[]']]
nu-365	False	[N(1.000000)[u'1 year']]	[S['']]
nu-366	False	[N(132.000000)[u'132 mi']]	[S[u'212 km']]
nu-367	False	[S[u'brasov']]	[S[u'predeal']]
nu-368	False	[N(2012.000000)[u'2012']]	[N(2008.000000)[u'2008']]
nu-369	False	[N(4.000000)[u'4']]	[N(0.000000)[u'0']]
nu-370	False	[N(8.000000)[u'8']]	[N(3.000000)[u'3']]
nu-371	False	[S[u'karl heinz schroder']]	[S[u'george mcneill']]
nu-372	True	[S[u'spin city']]	[S[u'spin city']]
nu-373	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-374	True	[N(1102.000000)[u'1102']]	[N(1102.000000)[u'1102']]
nu-375	False	[S[u'#9 (fcs) northern iowa']]	[S[u'none']]
nu-376	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-377	False	[S[u'no']]	[S[u'none']]
nu-378	False	[N(3.000000)[u'3']]	[N(0.000000)[u'0']]
nu-379	False	[N(6.000000)[u'6']]	[S[u'none']]
nu-380	False	[S[u'donington park']]	[S[u'[]']]
nu-381	False	[N(7.000000)[u'7']]	[N(0.000000)[u'0']]
nu-382	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-383	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-384	True	[N(2013.000000)[u'2013']]	[N(2013.000000)[u'2013']]
nu-385	False	[S[u'francis forde']]	[S[u'kevin broderick']]
nu-386	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-387	True	[N(22.000000)[u'22']]	[N(22.000000)[u'22']]
nu-388	False	[N(11.000000)[u'11']]	[N(7.000000)[u'7']]
